,ConcernAspect,Score,Category
2525,Knowing someone affected by climate change,3.0,Somewhat
2526,Knowing someone affected by climate change,3.0,Somewhat
2527,Knowing someone affected by climate change,3.0,Somewhat
2528,Knowing someone affected by climate change,1.0,Not at all
2529,Knowing someone affected by climate change,3.0,Somewhat
2530,Knowing someone affected by climate change,3.0,Somewhat
2531,Knowing someone affected by climate change,1.0,Not at all
2532,Knowing someone affected by climate change,1.0,Not at all
2533,Knowing someone affected by climate change,1.0,Not at all
2534,Knowing someone affected by climate change,1.0,Not at all
2535,Knowing someone affected by climate change,3.0,Somewhat
2536,Knowing someone affected by climate change,3.0,Somewhat
2537,Knowing someone affected by climate change,1.0,Not at all
2538,Knowing someone affected by climate change,5.0,Quite a bit
2539,Knowing someone affected by climate change,7.0,Extremely
2540,Knowing someone affected by climate change,5.0,Quite a bit
2541,Knowing someone affected by climate change,4.0,Moderately
2542,Knowing someone affected by climate change,3.0,Somewhat
2543,Knowing someone affected by climate change,1.0,Not at all
2544,Noticing changes in important places,1.0,Not at all
2545,Noticing changes in important places,2.0,Slightly
2546,Noticing changes in important places,2.0,Slightly
2547,Noticing changes in important places,4.0,Moderately
2548,Noticing changes in important places,3.0,Somewhat
2549,Noticing changes in important places,5.0,Quite a bit
2550,Noticing changes in important places,5.0,Quite a bit
2551,Noticing changes in important places,1.0,Not at all
2552,Noticing changes in important places,7.0,Extremely
2553,Noticing changes in important places,6.0,Very much
2554,Noticing changes in important places,5.0,Quite a bit
2555,Noticing changes in important places,1.0,Not at all
2556,Noticing changes in important places,5.0,Quite a bit
2557,Noticing changes in important places,2.0,Slightly
2558,Noticing changes in important places,4.0,Moderately
2559,Noticing changes in important places,2.0,Slightly
2560,Noticing changes in important places,5.0,Quite a bit
2561,Noticing changes in important places,1.0,Not at all
2562,Noticing changes in important places,7.0,Extremely
2563,Noticing changes in important places,3.0,Somewhat
2564,Noticing changes in important places,4.0,Moderately
2565,Noticing changes in important places,1.0,Not at all
2566,Noticing changes in important places,1.0,Not at all
2567,Noticing changes in important places,2.0,Slightly
2568,Noticing changes in important places,5.0,Quite a bit
2569,Noticing changes in important places,5.0,Quite a bit
2570,Noticing changes in important places,1.0,Not at all
2571,Noticing changes in important places,7.0,Extremely
2572,Noticing changes in important places,7.0,Extremely
2573,Noticing changes in important places,1.0,Not at all
2574,Noticing changes in important places,3.0,Somewhat
2575,Noticing changes in important places,4.0,Moderately
2576,Noticing changes in important places,7.0,Extremely
2577,Noticing changes in important places,3.0,Somewhat
2578,Noticing changes in important places,7.0,Extremely
2579,Noticing changes in important places,4.0,Moderately
2580,Noticing changes in important places,2.0,Slightly
2581,Noticing changes in important places,3.0,Somewhat
2582,Noticing changes in important places,1.0,Not at all
2583,Noticing changes in important places,1.0,Not at all
2584,Noticing changes in important places,1.0,Not at all
2585,Noticing changes in important places,4.0,Moderately
2586,Noticing changes in important places,6.0,Very much
2587,Noticing changes in important places,4.0,Moderately
2588,Noticing changes in important places,6.0,Very much
2589,Noticing changes in important places,6.0,Very much
2590,Noticing changes in important places,6.0,Very much
2591,Noticing changes in important places,2.0,Slightly
2592,Noticing changes in important places,3.0,Somewhat
2593,Noticing changes in important places,6.0,Very much
2594,Noticing changes in important places,1.0,Not at all
2595,Noticing changes in important places,2.0,Slightly
2596,Noticing changes in important places,1.0,Not at all
2597,Noticing changes in important places,1.0,Not at all
2598,Noticing changes in important places,1.0,Not at all
2599,Noticing changes in important places,5.0,Quite a bit
2600,Noticing changes in important places,4.0,Moderately
2601,Noticing changes in important places,2.0,Slightly
2602,Noticing changes in important places,3.0,Somewhat
2603,Noticing changes in important places,2.0,Slightly
2604,Noticing changes in important places,5.0,Quite a bit
2605,Noticing changes in important places,7.0,Extremely
2606,Noticing changes in important places,5.0,Quite a bit
2607,Noticing changes in important places,7.0,Extremely
2608,Noticing changes in important places,3.0,Somewhat
2609,Noticing changes in important places,6.0,Very much
2610,Noticing changes in important places,3.0,Somewhat
2611,Noticing changes in important places,4.0,Moderately
2612,Noticing changes in important places,7.0,Extremely
2613,Noticing changes in important places,1.0,Not at all
2614,Noticing changes in important places,6.0,Very much
2615,Noticing changes in important places,7.0,Extremely
2616,Noticing changes in important places,4.0,Moderately
2617,Noticing changes in important places,6.0,Very much
2618,Noticing changes in important places,6.0,Very much
2619,Noticing changes in important places,5.0,Quite a bit
2620,Noticing changes in important places,1.0,Not at all
2621,Noticing changes in important places,5.0,Quite a bit
2622,Noticing changes in important places,1.0,Not at all
2623,Noticing changes in important places,1.0,Not at all
2624,Noticing changes in important places,1.0,Not at all
2625,Noticing changes in important places,4.0,Moderately
2626,Noticing changes in important places,7.0,Extremely
2627,Noticing changes in important places,5.0,Quite a bit
2628,Noticing changes in important places,3.0,Somewhat
2629,Noticing changes in important places,1.0,Not at all
2630,Noticing changes in important places,7.0,Extremely
2631,Noticing changes in important places,6.0,Very much
2632,Noticing changes in important places,4.0,Moderately
2633,Noticing changes in important places,5.0,Quite a bit
2634,Noticing changes in important places,2.0,Slightly
2635,Noticing changes in important places,7.0,Extremely
2636,Noticing changes in important places,2.0,Slightly
2637,Noticing changes in important places,4.0,Moderately
2638,Noticing changes in important places,7.0,Extremely
2639,Noticing changes in important places,7.0,Extremely
2640,Noticing changes in important places,5.0,Quite a bit
2641,Noticing changes in important places,1.0,Not at all
2642,Noticing changes in important places,4.0,Moderately
2643,Noticing changes in important places,3.0,Somewhat
2644,Noticing changes in important places,3.0,Somewhat
2645,Noticing changes in important places,5.0,Quite a bit
2646,Noticing changes in important places,6.0,Very much
2647,Noticing changes in important places,7.0,Extremely
2648,Noticing changes in important places,1.0,Not at all
2649,Noticing changes in important places,6.0,Very much
2650,Noticing changes in important places,7.0,Extremely
2651,Noticing changes in important places,4.0,Moderately
2652,Noticing changes in important places,2.0,Slightly
2653,Noticing changes in important places,1.0,Not at all
2654,Noticing changes in important places,6.0,Very much
2655,Noticing changes in important places,7.0,Extremely
2656,Noticing changes in important places,3.0,Somewhat
2657,Noticing changes in important places,5.0,Quite a bit
2658,Noticing changes in important places,5.0,Quite a bit
2659,Noticing changes in important places,3.0,Somewhat
2660,Noticing changes in important places,5.0,Quite a bit
2661,Noticing changes in important places,7.0,Extremely
2662,Noticing changes in important places,1.0,Not at all
2663,Noticing changes in important places,5.0,Quite a bit
2664,Noticing changes in important places,3.0,Somewhat
2665,Noticing changes in important places,7.0,Extremely
2666,Noticing changes in important places,2.0,Slightly
2667,Noticing changes in important places,5.0,Quite a bit
2668,Noticing changes in important places,5.0,Quite a bit
2669,Noticing changes in important places,2.0,Slightly
2670,Noticing changes in important places,1.0,Not at all
2671,Noticing changes in important places,4.0,Moderately
2672,Noticing changes in important places,4.0,Moderately
2673,Noticing changes in important places,1.0,Not at all
2674,Noticing changes in important places,4.0,Moderately
2675,Noticing changes in important places,1.0,Not at all
2676,Noticing changes in important places,6.0,Very much
2677,Noticing changes in important places,5.0,Quite a bit
2678,Noticing changes in important places,1.0,Not at all
2679,Noticing changes in important places,1.0,Not at all
2680,Noticing changes in important places,5.0,Quite a bit
2681,Noticing changes in important places,4.0,Moderately
2682,Noticing changes in important places,6.0,Very much
2683,Noticing changes in important places,2.0,Slightly
2684,Noticing changes in important places,1.0,Not at all
2685,Noticing changes in important places,1.0,Not at all
2686,Noticing changes in important places,4.0,Moderately
2687,Noticing changes in important places,3.0,Somewhat
2688,Noticing changes in important places,2.0,Slightly
2689,Noticing changes in important places,5.0,Quite a bit
2690,Noticing changes in important places,5.0,Quite a bit
2691,Noticing changes in important places,4.0,Moderately
2692,Noticing changes in important places,4.0,Moderately
2693,Noticing changes in important places,7.0,Extremely
2694,Noticing changes in important places,3.0,Somewhat
2695,Noticing changes in important places,3.0,Somewhat
2696,Noticing changes in important places,6.0,Very much
2697,Noticing changes in important places,4.0,Moderately
2698,Noticing changes in important places,7.0,Extremely
2699,Noticing changes in important places,4.0,Moderately
2700,Noticing changes in important places,3.0,Somewhat
2701,Noticing changes in important places,5.0,Quite a bit
2702,Noticing changes in important places,6.0,Very much
2703,Noticing changes in important places,3.0,Somewhat
2704,Noticing changes in important places,7.0,Extremely
2705,Noticing changes in important places,2.0,Slightly
2706,Noticing changes in important places,5.0,Quite a bit
2707,Noticing changes in important places,7.0,Extremely
2708,Noticing changes in important places,6.0,Very much
2709,Noticing changes in important places,6.0,Very much
2710,Noticing changes in important places,6.0,Very much
2711,Noticing changes in important places,5.0,Quite a bit
2712,Noticing changes in important places,3.0,Somewhat
2713,Noticing changes in important places,7.0,Extremely
2714,Noticing changes in important places,4.0,Moderately
2715,Noticing changes in important places,4.0,Moderately
2716,Noticing changes in important places,5.0,Quite a bit
2717,Noticing changes in important places,2.0,Slightly
2718,Noticing changes in important places,2.0,Slightly
2719,Noticing changes in important places,5.0,Quite a bit
2720,Noticing changes in important places,2.0,Slightly
2721,Noticing changes in important places,4.0,Moderately
2722,Noticing changes in important places,1.0,Not at all
2723,Noticing changes in important places,4.0,Moderately
2724,Noticing changes in important places,6.0,Very much
2725,Noticing changes in important places,7.0,Extremely
2726,Noticing changes in important places,4.0,Moderately
2727,Noticing changes in important places,2.0,Slightly
2728,Noticing changes in important places,6.0,Very much
2729,Noticing changes in important places,4.0,Moderately
2730,Noticing changes in important places,5.0,Quite a bit
2731,Noticing changes in important places,2.0,Slightly
2732,Noticing changes in important places,1.0,Not at all
2733,Noticing changes in important places,2.0,Slightly
2734,Noticing changes in important places,5.0,Quite a bit
2735,Noticing changes in important places,6.0,Very much
2736,Noticing changes in important places,7.0,Extremely
2737,Noticing changes in important places,7.0,Extremely
2738,Noticing changes in important places,7.0,Extremely
2739,Noticing changes in important places,2.0,Slightly
2740,Noticing changes in important places,5.0,Quite a bit
2741,Noticing changes in important places,7.0,Extremely
2742,Noticing changes in important places,5.0,Quite a bit
2743,Noticing changes in important places,5.0,Quite a bit
2744,Noticing changes in important places,4.0,Moderately
2745,Noticing changes in important places,1.0,Not at all
2746,Noticing changes in important places,3.0,Somewhat
2747,Noticing changes in important places,3.0,Somewhat
2748,Noticing changes in important places,1.0,Not at all
2749,Noticing changes in important places,2.0,Slightly
2750,Noticing changes in important places,2.0,Slightly
2751,Noticing changes in important places,4.0,Moderately
2752,Noticing changes in important places,3.0,Somewhat
2753,Noticing changes in important places,3.0,Somewhat
2754,Noticing changes in important places,7.0,Extremely
2755,Noticing changes in important places,2.0,Slightly
2756,Noticing changes in important places,3.0,Somewhat
2757,Noticing changes in important places,4.0,Moderately
2758,Noticing changes in important places,5.0,Quite a bit
2759,Noticing changes in important places,1.0,Not at all
2760,Noticing changes in important places,2.0,Slightly
2761,Noticing changes in important places,2.0,Slightly
2762,Noticing changes in important places,1.0,Not at all
2763,Noticing changes in important places,1.0,Not at all
2764,Noticing changes in important places,6.0,Very much
2765,Noticing changes in important places,7.0,Extremely
2766,Noticing changes in important places,5.0,Quite a bit
2767,Noticing changes in important places,5.0,Quite a bit
2768,Noticing changes in important places,1.0,Not at all
2769,Noticing changes in important places,1.0,Not at all
2770,Noticing changes in important places,5.0,Quite a bit
2771,Noticing changes in important places,1.0,Not at all
2772,Noticing changes in important places,7.0,Extremely
2773,Noticing changes in important places,4.0,Moderately
2774,Noticing changes in important places,7.0,Extremely
2775,Noticing changes in important places,3.0,Somewhat
2776,Noticing changes in important places,7.0,Extremely
2777,Noticing changes in important places,1.0,Not at all
2778,Noticing changes in important places,3.0,Somewhat
2779,Noticing changes in important places,6.0,Very much
2780,Noticing changes in important places,1.0,Not at all
2781,Noticing changes in important places,2.0,Slightly
2782,Noticing changes in important places,5.0,Quite a bit
2783,Noticing changes in important places,7.0,Extremely
2784,Noticing changes in important places,1.0,Not at all
2785,Noticing changes in important places,3.0,Somewhat
2786,Noticing changes in important places,6.0,Very much
2787,Noticing changes in important places,4.0,Moderately
2788,Noticing changes in important places,4.0,Moderately
2789,Noticing changes in important places,5.0,Quite a bit
2790,Noticing changes in important places,1.0,Not at all
2791,Noticing changes in important places,4.0,Moderately
2792,Noticing changes in important places,3.0,Somewhat
2793,Noticing changes in important places,2.0,Slightly
2794,Noticing changes in important places,4.0,Moderately
2795,Noticing changes in important places,3.0,Somewhat
2796,Noticing changes in important places,4.0,Moderately
2797,Noticing changes in important places,2.0,Slightly
2798,Noticing changes in important places,6.0,Very much
2799,Noticing changes in important places,4.0,Moderately
2800,Noticing changes in important places,2.0,Slightly
2801,Noticing changes in important places,5.0,Quite a bit
2802,Noticing changes in important places,2.0,Slightly
2803,Noticing changes in important places,6.0,Very much
2804,Noticing changes in important places,3.0,Somewhat
2805,Noticing changes in important places,2.0,Slightly
2806,Noticing changes in important places,6.0,Very much
2807,Noticing changes in important places,5.0,Quite a bit
2808,Noticing changes in important places,1.0,Not at all
2809,Noticing changes in important places,1.0,Not at all
2810,Noticing changes in important places,3.0,Somewhat
2811,Noticing changes in important places,7.0,Extremely
2812,Noticing changes in important places,4.0,Moderately
2813,Noticing changes in important places,5.0,Quite a bit
2814,Noticing changes in important places,2.0,Slightly
2815,Noticing changes in important places,6.0,Very much
2816,Noticing changes in important places,5.0,Quite a bit
2817,Noticing changes in important places,2.0,Slightly
2818,Noticing changes in important places,2.0,Slightly
2819,Noticing changes in important places,1.0,Not at all
2820,Noticing changes in important places,4.0,Moderately
2821,Noticing changes in important places,7.0,Extremely
2822,Noticing changes in important places,1.0,Not at all
2823,Noticing changes in important places,7.0,Extremely
2824,Noticing changes in important places,1.0,Not at all
2825,Noticing changes in important places,6.0,Very much
2826,Noticing changes in important places,1.0,Not at all
2827,Noticing changes in important places,1.0,Not at all
2828,Noticing changes in important places,5.0,Quite a bit
2829,Noticing changes in important places,3.0,Somewhat
2830,Noticing changes in important places,6.0,Very much
2831,Noticing changes in important places,1.0,Not at all
2832,Noticing changes in important places,2.0,Slightly
2833,Noticing changes in important places,4.0,Moderately
2834,Noticing changes in important places,1.0,Not at all
2835,Noticing changes in important places,2.0,Slightly
2836,Noticing changes in important places,6.0,Very much
2837,Noticing changes in important places,4.0,Moderately
2838,Noticing changes in important places,2.0,Slightly
2839,Noticing changes in important places,1.0,Not at all
2840,Noticing changes in important places,3.0,Somewhat
2841,Noticing changes in important places,7.0,Extremely
2842,Noticing changes in important places,7.0,Extremely
2843,Noticing changes in important places,3.0,Somewhat
2844,Noticing changes in important places,6.0,Very much
2845,Noticing changes in important places,5.0,Quite a bit
2846,Noticing changes in important places,7.0,Extremely
2847,Noticing changes in important places,3.0,Somewhat
2848,Noticing changes in important places,4.0,Moderately
2849,Noticing changes in important places,7.0,Extremely
2850,Noticing changes in important places,6.0,Very much
2851,Noticing changes in important places,1.0,Not at all
2852,Noticing changes in important places,2.0,Slightly
2853,Noticing changes in important places,7.0,Extremely
2854,Noticing changes in important places,3.0,Somewhat
2855,Noticing changes in important places,2.0,Slightly
2856,Noticing changes in important places,5.0,Quite a bit
2857,Noticing changes in important places,2.0,Slightly
2858,Noticing changes in important places,4.0,Moderately
2859,Noticing changes in important places,6.0,Very much
2860,Noticing changes in important places,4.0,Moderately
2861,Noticing changes in important places,2.0,Slightly
2862,Noticing changes in important places,4.0,Moderately
2863,Noticing changes in important places,2.0,Slightly
2864,Noticing changes in important places,3.0,Somewhat
2865,Noticing changes in important places,5.0,Quite a bit
2866,Noticing changes in important places,5.0,Quite a bit
2867,Noticing changes in important places,5.0,Quite a bit
2868,Noticing changes in important places,1.0,Not at all
2869,Noticing changes in important places,4.0,Moderately
2870,Noticing changes in important places,5.0,Quite a bit
2871,Noticing changes in important places,7.0,Extremely
2872,Noticing changes in important places,2.0,Slightly
2873,Noticing changes in important places,4.0,Moderately
2874,Noticing changes in important places,5.0,Quite a bit
2875,Noticing changes in important places,6.0,Very much
2876,Noticing changes in important places,1.0,Not at all
2877,Noticing changes in important places,4.0,Moderately
2878,Noticing changes in important places,4.0,Moderately
2879,Noticing changes in important places,4.0,Moderately
2880,Noticing changes in important places,7.0,Extremely
2881,Noticing changes in important places,4.0,Moderately
2882,Noticing changes in important places,1.0,Not at all
2883,Noticing changes in important places,6.0,Very much
2884,Noticing changes in important places,5.0,Quite a bit
2885,Noticing changes in important places,1.0,Not at all
2886,Noticing changes in important places,7.0,Extremely
2887,Noticing changes in important places,4.0,Moderately
2888,Noticing changes in important places,6.0,Very much
2889,Noticing changes in important places,5.0,Quite a bit
2890,Noticing changes in important places,1.0,Not at all
2891,Noticing changes in important places,2.0,Slightly
2892,Noticing changes in important places,2.0,Slightly
2893,Noticing changes in important places,1.0,Not at all
2894,Noticing changes in important places,3.0,Somewhat
2895,Noticing changes in important places,7.0,Extremely
2896,Noticing changes in important places,4.0,Moderately
2897,Noticing changes in important places,6.0,Very much
2898,Noticing changes in important places,4.0,Moderately
2899,Noticing changes in important places,7.0,Extremely
2900,Noticing changes in important places,5.0,Quite a bit
2901,Noticing changes in important places,6.0,Very much
2902,Noticing changes in important places,5.0,Quite a bit
2903,Noticing changes in important places,5.0,Quite a bit
2904,Noticing changes in important places,3.0,Somewhat
2905,Noticing changes in important places,1.0,Not at all
2906,Noticing changes in important places,2.0,Slightly
2907,Noticing changes in important places,1.0,Not at all
2908,Noticing changes in important places,4.0,Moderately
2909,Noticing changes in important places,2.0,Slightly
2910,Noticing changes in important places,2.0,Slightly
2911,Noticing changes in important places,3.0,Somewhat
2912,Noticing changes in important places,4.0,Moderately
2913,Noticing changes in important places,5.0,Quite a bit
2914,Noticing changes in important places,4.0,Moderately
2915,Noticing changes in important places,6.0,Very much
2916,Noticing changes in important places,5.0,Quite a bit
2917,Noticing changes in important places,6.0,Very much
2918,Noticing changes in important places,3.0,Somewhat
2919,Noticing changes in important places,5.0,Quite a bit
2920,Noticing changes in important places,1.0,Not at all
2921,Noticing changes in important places,2.0,Slightly
2922,Noticing changes in important places,2.0,Slightly
2923,Noticing changes in important places,7.0,Extremely
2924,Noticing changes in important places,1.0,Not at all
2925,Noticing changes in important places,4.0,Moderately
2926,Noticing changes in important places,5.0,Quite a bit
2927,Noticing changes in important places,4.0,Moderately
2928,Noticing changes in important places,7.0,Extremely
2929,Noticing changes in important places,2.0,Slightly
2930,Noticing changes in important places,5.0,Quite a bit
2931,Noticing changes in important places,1.0,Not at all
2932,Noticing changes in important places,7.0,Extremely
2933,Noticing changes in important places,5.0,Quite a bit
2934,Noticing changes in important places,4.0,Moderately
2935,Noticing changes in important places,4.0,Moderately
2936,Noticing changes in important places,5.0,Quite a bit
2937,Noticing changes in important places,3.0,Somewhat
2938,Noticing changes in important places,1.0,Not at all
2939,Noticing changes in important places,7.0,Extremely
2940,Noticing changes in important places,4.0,Moderately
2941,Noticing changes in important places,3.0,Somewhat
2942,Noticing changes in important places,5.0,Quite a bit
2943,Noticing changes in important places,1.0,Not at all
2944,Noticing changes in important places,4.0,Moderately
2945,Noticing changes in important places,5.0,Quite a bit
2946,Noticing changes in important places,1.0,Not at all
2947,Noticing changes in important places,1.0,Not at all
2948,Noticing changes in important places,5.0,Quite a bit
2949,Noticing changes in important places,3.0,Somewhat
2950,Noticing changes in important places,5.0,Quite a bit
2951,Noticing changes in important places,1.0,Not at all
2952,Noticing changes in important places,3.0,Somewhat
2953,Noticing changes in important places,7.0,Extremely
2954,Noticing changes in important places,6.0,Very much
2955,Noticing changes in important places,2.0,Slightly
2956,Noticing changes in important places,5.0,Quite a bit
2957,Noticing changes in important places,4.0,Moderately
2958,Noticing changes in important places,6.0,Very much
2959,Noticing changes in important places,4.0,Moderately
2960,Noticing changes in important places,5.0,Quite a bit
2961,Noticing changes in important places,3.0,Somewhat
2962,Noticing changes in important places,3.0,Somewhat
2963,Noticing changes in important places,2.0,Slightly
2964,Noticing changes in important places,7.0,Extremely
2965,Noticing changes in important places,3.0,Somewhat
2966,Noticing changes in important places,3.0,Somewhat
2967,Noticing changes in important places,1.0,Not at all
2968,Noticing changes in important places,5.0,Quite a bit
2969,Noticing changes in important places,7.0,Extremely
2970,Noticing changes in important places,1.0,Not at all
2971,Noticing changes in important places,1.0,Not at all
2972,Noticing changes in important places,5.0,Quite a bit
2973,Noticing changes in important places,6.0,Very much
2974,Noticing changes in important places,3.0,Somewhat
2975,Noticing changes in important places,5.0,Quite a bit
2976,Noticing changes in important places,2.0,Slightly
2977,Noticing changes in important places,2.0,Slightly
2978,Noticing changes in important places,6.0,Very much
2979,Noticing changes in important places,7.0,Extremely
2980,Noticing changes in important places,3.0,Somewhat
2981,Noticing changes in important places,2.0,Slightly
2982,Noticing changes in important places,4.0,Moderately
2983,Noticing changes in important places,1.0,Not at all
2984,Noticing changes in important places,2.0,Slightly
2985,Noticing changes in important places,7.0,Extremely
2986,Noticing changes in important places,3.0,Somewhat
2987,Noticing changes in important places,1.0,Not at all
2988,Noticing changes in important places,4.0,Moderately
2989,Noticing changes in important places,5.0,Quite a bit
2990,Noticing changes in important places,6.0,Very much
2991,Noticing changes in important places,7.0,Extremely
2992,Noticing changes in important places,5.0,Quite a bit
2993,Noticing changes in important places,1.0,Not at all
2994,Noticing changes in important places,5.0,Quite a bit
2995,Noticing changes in important places,4.0,Moderately
2996,Noticing changes in important places,4.0,Moderately
2997,Noticing changes in important places,6.0,Very much
2998,Noticing changes in important places,4.0,Moderately
2999,Noticing changes in important places,1.0,Not at all
3000,Noticing changes in important places,1.0,Not at all
3001,Noticing changes in important places,5.0,Quite a bit
3002,Noticing changes in important places,6.0,Very much
3003,Noticing changes in important places,3.0,Somewhat
3004,Noticing changes in important places,6.0,Very much
3005,Noticing changes in important places,2.0,Slightly
3006,Noticing changes in important places,1.0,Not at all
3007,Noticing changes in important places,3.0,Somewhat
3008,Noticing changes in important places,5.0,Quite a bit
3009,Noticing changes in important places,6.0,Very much
3010,Noticing changes in important places,3.0,Somewhat
3011,Noticing changes in important places,5.0,Quite a bit
3012,Noticing changes in important places,3.0,Somewhat
3013,Noticing changes in important places,3.0,Somewhat
3014,Noticing changes in important places,6.0,Very much
3015,Noticing changes in important places,6.0,Very much
3016,Noticing changes in important places,1.0,Not at all
3017,Noticing changes in important places,4.0,Moderately
3018,Noticing changes in important places,4.0,Moderately
3019,Noticing changes in important places,4.0,Moderately
3020,Noticing changes in important places,1.0,Not at all
3021,Noticing changes in important places,2.0,Slightly
3022,Noticing changes in important places,1.0,Not at all
3023,Noticing changes in important places,5.0,Quite a bit
3024,Noticing changes in important places,2.0,Slightly
3025,Noticing changes in important places,3.0,Somewhat
3026,Noticing changes in important places,1.0,Not at all
3027,Noticing changes in important places,2.0,Slightly
3028,Noticing changes in important places,3.0,Somewhat
3029,Noticing changes in important places,4.0,Moderately
3030,Noticing changes in important places,2.0,Slightly
3031,Noticing changes in important places,4.0,Moderately
3032,Noticing changes in important places,5.0,Quite a bit
3033,Noticing changes in important places,6.0,Very much
3034,Noticing changes in important places,5.0,Quite a bit
3035,Noticing changes in important places,6.0,Very much
3036,Noticing changes in important places,1.0,Not at all
3037,Noticing changes in important places,1.0,Not at all
3038,Noticing changes in important places,1.0,Not at all
3039,Noticing changes in important places,7.0,Extremely
3040,Noticing changes in important places,2.0,Slightly
3041,Noticing changes in important places,2.0,Slightly
3042,Noticing changes in important places,6.0,Very much
3043,Noticing changes in important places,3.0,Somewhat
3044,Noticing changes in important places,5.0,Quite a bit
3045,Noticing changes in important places,7.0,Extremely
3046,Noticing changes in important places,7.0,Extremely
3047,Noticing changes in important places,6.0,Very much
3048,Noticing changes in important places,3.0,Somewhat
3049,Noticing changes in important places,1.0,Not at all
3050,Noticing changes in important places,6.0,Very much
3051,Noticing changes in important places,4.0,Moderately
3052,Noticing changes in important places,1.0,Not at all
3053,Noticing changes in important places,6.0,Very much
3054,Noticing changes in important places,4.0,Moderately
3055,Noticing changes in important places,6.0,Very much
3056,Noticing changes in important places,5.0,Quite a bit
3057,Noticing changes in important places,5.0,Quite a bit
3058,Noticing changes in important places,6.0,Very much
3059,Noticing changes in important places,5.0,Quite a bit
3060,Noticing changes in important places,2.0,Slightly
3061,Noticing changes in important places,6.0,Very much
3062,Noticing changes in important places,1.0,Not at all
3063,Noticing changes in important places,6.0,Very much
3064,Noticing changes in important places,5.0,Quite a bit
3065,Noticing changes in important places,6.0,Very much
3066,Noticing changes in important places,4.0,Moderately
3067,Noticing changes in important places,2.0,Slightly
3068,Noticing changes in important places,3.0,Somewhat
3069,Noticing changes in important places,4.0,Moderately
3070,Noticing changes in important places,6.0,Very much
3071,Noticing changes in important places,2.0,Slightly
3072,Noticing changes in important places,2.0,Slightly
3073,Noticing changes in important places,5.0,Quite a bit
3074,Noticing changes in important places,4.0,Moderately
3075,Noticing changes in important places,6.0,Very much
3076,Noticing changes in important places,5.0,Quite a bit
3077,Noticing changes in important places,6.0,Very much
3078,Noticing changes in important places,5.0,Quite a bit
3079,Noticing changes in important places,1.0,Not at all
3080,Noticing changes in important places,6.0,Very much
3081,Noticing changes in important places,5.0,Quite a bit
3082,Noticing changes in important places,3.0,Somewhat
3083,Noticing changes in important places,1.0,Not at all
3084,Noticing changes in important places,6.0,Very much
3085,Noticing changes in important places,5.0,Quite a bit
3086,Noticing changes in important places,7.0,Extremely
3087,Noticing changes in important places,5.0,Quite a bit
3088,Noticing changes in important places,3.0,Somewhat
3089,Noticing changes in important places,5.0,Quite a bit
3090,Noticing changes in important places,7.0,Extremely
3091,Noticing changes in important places,5.0,Quite a bit
3092,Noticing changes in important places,1.0,Not at all
3093,Noticing changes in important places,5.0,Quite a bit
3094,Noticing changes in important places,7.0,Extremely
3095,Noticing changes in important places,6.0,Very much
3096,Noticing changes in important places,6.0,Very much
3097,Noticing changes in important places,2.0,Slightly
3098,Noticing changes in important places,1.0,Not at all
3099,Noticing changes in important places,7.0,Extremely
3100,Noticing changes in important places,4.0,Moderately
3101,Noticing changes in important places,2.0,Slightly
3102,Noticing changes in important places,2.0,Slightly
3103,Noticing changes in important places,2.0,Slightly
3104,Noticing changes in important places,3.0,Somewhat
3105,Noticing changes in important places,1.0,Not at all
3106,Noticing changes in important places,5.0,Quite a bit
3107,Noticing changes in important places,7.0,Extremely
3108,Noticing changes in important places,6.0,Very much
3109,Noticing changes in important places,7.0,Extremely
3110,Noticing changes in important places,6.0,Very much
3111,Noticing changes in important places,3.0,Somewhat
3112,Noticing changes in important places,6.0,Very much
3113,Noticing changes in important places,6.0,Very much
3114,Noticing changes in important places,3.0,Somewhat
3115,Noticing changes in important places,5.0,Quite a bit
3116,Noticing changes in important places,7.0,Extremely
3117,Noticing changes in important places,4.0,Moderately
3118,Noticing changes in important places,6.0,Very much
3119,Noticing changes in important places,1.0,Not at all
3120,Noticing changes in important places,4.0,Moderately
3121,Noticing changes in important places,5.0,Quite a bit
3122,Noticing changes in important places,5.0,Quite a bit
3123,Noticing changes in important places,3.0,Somewhat
3124,Noticing changes in important places,4.0,Moderately
3125,Noticing changes in important places,4.0,Moderately
3126,Noticing changes in important places,3.0,Somewhat
3127,Noticing changes in important places,1.0,Not at all
3128,Noticing changes in important places,2.0,Slightly
3129,Noticing changes in important places,2.0,Slightly
3130,Noticing changes in important places,2.0,Slightly
3131,Noticing changes in important places,1.0,Not at all
3132,Noticing changes in important places,6.0,Very much
3133,Noticing changes in important places,7.0,Extremely
3134,Noticing changes in important places,7.0,Extremely
3135,Noticing changes in important places,1.0,Not at all
3136,Noticing changes in important places,6.0,Very much
3137,Noticing changes in important places,1.0,Not at all
3138,Noticing changes in important places,1.0,Not at all
3139,Noticing changes in important places,5.0,Quite a bit
3140,Noticing changes in important places,3.0,Somewhat
3141,Noticing changes in important places,6.0,Very much
3142,Noticing changes in important places,1.0,Not at all
3143,Noticing changes in important places,4.0,Moderately
3144,Noticing changes in important places,4.0,Moderately
3145,Noticing changes in important places,6.0,Very much
3146,Noticing changes in important places,5.0,Quite a bit
3147,Noticing changes in important places,2.0,Slightly
